School Year,Division,School,Subject Area,Pass Rate,School Code,Correct,Address
2011-2012,Virginia Beach City ,Kempsville Elementary,Mathematics,52.34%,450,No Exact Location,"Kempsville Elementary, Virginia Beach City , VA"
2011-2012,Hampton City ,C. Alton Lindsay Middle,Mathematics,52.37%,680,No Exact Location,"C. Alton Lindsay Middle, Hampton City , VA"
2011-2012,Stafford County ,North Stafford High,Mathematics,52.43%,760,No Exact Location,"North Stafford High, Stafford County , VA"
2011-2012,Patrick County ,Patrick Springs Elementary,Mathematics,52.63%,70,No Exact Location,"Patrick Springs Elementary, Patrick County , VA"
2011-2012,Nottoway County ,Blackstone Primary,Mathematics,52.81%,720,No Exact Location,"Blackstone Primary, Nottoway County , VA"
2011-2012,Staunton City ,Robert E. Lee High,Mathematics,52.91%,50,No Exact Location,"Robert E. Lee High, Staunton City , VA"
2011-2012,Rockingham County ,River Bend Elementary,Mathematics,52.94%,50,No Exact Location,"River Bend Elementary, Rockingham County , VA"
2011-2012,Portsmouth City ,Douglass Park Elementary,Mathematics,52.98%,220,No Exact Location,"Douglass Park Elementary, Portsmouth City , VA"
2011-2012,Henrico County ,Dumbarton Elementary,Mathematics,52.99%,106,No Exact Location,"Dumbarton Elementary, Henrico County , VA"
2011-2012,Henrico County ,Cashell Donahoe Elementary,Mathematics,53.02%,2222,No Exact Location,"Cashell Donahoe Elementary, Henrico County , VA"
2011-2012,Portsmouth City ,Cradock Middle,Mathematics,53.08%,1190,No Exact Location,"Cradock Middle, Portsmouth City , VA"
2011-2012,Manassas City ,Jennie Dean Elementary,Mathematics,53.11%,800,No Exact Location,"Jennie Dean Elementary, Manassas City , VA"
2011-2012,Lee County ,Elk Knob Elementary,Mathematics,53.13%,106,No Exact Location,"Elk Knob Elementary, Lee County , VA"
2011-2012,Pittsylvania County ,Kentuck Elementary,Mathematics,53.17%,690,No Exact Location,"Kentuck Elementary, Pittsylvania County , VA"
2011-2012,Halifax County ,Halifax County Middle,Mathematics,53.17%,10,No Exact Location,"Halifax County Middle, Halifax County , VA"
2011-2012,Hampton City ,Alfred S. Forrest Elementary,Mathematics,53.22%,2203,No Exact Location,"Alfred S. Forrest Elementary, Hampton City , VA"
2011-2012,Manassas City ,Richard C. Haydon Elementary,Mathematics,53.23%,50,No Exact Location,"Richard C. Haydon Elementary, Manassas City , VA"
2011-2012,Norfolk City ,Blair Middle,Mathematics,53.31%,720,No Exact Location,"Blair Middle, Norfolk City , VA"
2011-2012,Frederick County ,James Wood Middle,Mathematics,53.34%,800,No Exact Location,"James Wood Middle, Frederick County , VA"
2011-2012,Montgomery County ,Blacksburg High,Mathematics,53.35%,720,No Exact Location,"Blacksburg High, Montgomery County , VA"
2011-2012,Newport News City ,Achievable Dream Academy,Mathematics,53.43%,701,No Exact Location,"Achievable Dream Academy, Newport News City , VA"
2011-2012,Washington County ,Meadowview Elementary,Mathematics,53.51%,500,No Exact Location,"Meadowview Elementary, Washington County , VA"
2011-2012,Fairfax County ,Edison High,Mathematics,53.52%,106,No Exact Location,"Edison High, Fairfax County , VA"
2011-2012,Grayson County ,Grayson Highlands School,Mathematics,53.54%,1031,No Exact Location,"Grayson Highlands School, Grayson County , VA"
2011-2012,Henrico County ,Brookland Middle,Mathematics,53.55%,1790,No Exact Location,"Brookland Middle, Henrico County , VA"
2011-2012,Winchester City ,Garland R. Quarles Elementary,Mathematics,53.61%,30,No Exact Location,"Garland R. Quarles Elementary, Winchester City , VA"
2011-2012,Norfolk City ,James Monroe Elementary,Mathematics,53.62%,800,No Exact Location,"James Monroe Elementary, Norfolk City , VA"
2011-2012,Fairfax County ,Bailey's Elementary School for the Arts and Sciences,Mathematics,53.68%,550,No Exact Location,"Bailey's Elementary School for the Arts and Sciences, Fairfax County , VA"
2011-2012,Lee County ,Jonesville Middle,Mathematics,53.71%,360,No Exact Location,"Jonesville Middle, Lee County , VA"
2011-2012,Rockingham County ,Ottobine Elementary,Mathematics,53.85%,570,No Exact Location,"Ottobine Elementary, Rockingham County , VA"
2011-2012,Southampton County ,Capron Elementary,Mathematics,53.85%,1590,No Exact Location,"Capron Elementary, Southampton County , VA"
2011-2012,Virginia Beach City ,Corporate Landing Middle,Mathematics,53.87%,1190,No Exact Location,"Corporate Landing Middle, Virginia Beach City , VA"
2011-2012,Henrico County ,John Randolph Tucker High,Mathematics,53.87%,360,No Exact Location,"John Randolph Tucker High, Henrico County , VA"
2011-2012,Warren County ,Warren County High,Mathematics,53.93%,1010,No Exact Location,"Warren County High, Warren County , VA"
2011-2012,Prince Edward County ,Prince Edward County High,Mathematics,54.04%,70,No Exact Location,"Prince Edward County High, Prince Edward County , VA"
2011-2012,Smyth County ,Chilhowie High,Mathematics,54.05%,100,No Exact Location,"Chilhowie High, Smyth County , VA"
2011-2012,Virginia Beach City ,Princess Anne High,Mathematics,54.29%,70,No Exact Location,"Princess Anne High, Virginia Beach City , VA"
2011-2012,Stafford County ,Stafford Senior High,Mathematics,54.33%,871,No Exact Location,"Stafford Senior High, Stafford County , VA"
2011-2012,Lee County ,Elydale Elementary,Mathematics,54.39%,106,No Exact Location,"Elydale Elementary, Lee County , VA"
2011-2012,Prince Edward County ,Prince Edward Elementary,Mathematics,54.44%,70,No Exact Location,"Prince Edward Elementary, Prince Edward County , VA"
2011-2012,Rockingham County ,Cub Run Elementary,Mathematics,54.45%,1600,No Exact Location,"Cub Run Elementary, Rockingham County , VA"
2011-2012,Floyd County ,Floyd County High,Mathematics,54.48%,610,No Exact Location,"Floyd County High, Floyd County , VA"
2011-2012,Prince William County ,C.D. Hylton High,Mathematics,54.55%,680,No Exact Location,"C.D. Hylton High, Prince William County , VA"
2011-2012,Pulaski County ,Pulaski Middle,Mathematics,54.55%,70,No Exact Location,"Pulaski Middle, Pulaski County , VA"
2011-2012,Southampton County ,Southampton High,Mathematics,54.61%,50,No Exact Location,"Southampton High, Southampton County , VA"
2011-2012,Richmond City ,Elizabeth D. Redd Elementary,Mathematics,54.65%,106,No Exact Location,"Elizabeth D. Redd Elementary, Richmond City , VA"
2011-2012,Virginia Beach City ,King's Grant Elementary,Mathematics,54.66%,420,No Exact Location,"King's Grant Elementary, Virginia Beach City , VA"
2011-2012,Madison County ,William H. Wetsel Middle,Mathematics,54.66%,1010,No Exact Location,"William H. Wetsel Middle, Madison County , VA"
2011-2012,Pittsylvania County ,Chatham High,Mathematics,54.67%,2445,No Exact Location,"Chatham High, Pittsylvania County , VA"
2011-2012,Norfolk City ,Ingleside Elementary,Mathematics,54.72%,800,No Exact Location,"Ingleside Elementary, Norfolk City , VA"
2011-2012,Galax City ,Galax Middle,Mathematics,54.72%,30,No Exact Location,"Galax Middle, Galax City , VA"
2011-2012,Virginia Beach City ,Larkspur Middle,Mathematics,54.77%,970,No Exact Location,"Larkspur Middle, Virginia Beach City , VA"
2011-2012,Prince William County ,Neabsco Elementary,Mathematics,54.78%,500,No Exact Location,"Neabsco Elementary, Prince William County , VA"
2011-2012,Winchester City ,John Handley High,Mathematics,54.79%,360,No Exact Location,"John Handley High, Winchester City , VA"
2011-2012,Prince William County ,Forest Park High,Mathematics,54.81%,440,No Exact Location,"Forest Park High, Prince William County , VA"
2011-2012,Frederick County ,Stonewall Elementary,Mathematics,54.87%,871,No Exact Location,"Stonewall Elementary, Frederick County , VA"
2011-2012,Grayson County ,Fairview Elementary,Mathematics,54.90%,780,No Exact Location,"Fairview Elementary, Grayson County , VA"
2011-2012,Hopewell City ,Harry E. James Elementary,Mathematics,54.95%,10,No Exact Location,"Harry E. James Elementary, Hopewell City , VA"
2011-2012,Manassas City ,Baldwin Elementary,Mathematics,55.00%,550,No Exact Location,"Baldwin Elementary, Manassas City , VA"
2011-2012,Lee County ,Flatwoods Elementary,Mathematics,55.03%,610,No Exact Location,"Flatwoods Elementary, Lee County , VA"
2011-2012,Spotsylvania County ,Massaponax High,Mathematics,55.07%,500,No Exact Location,"Massaponax High, Spotsylvania County , VA"
2011-2012,Henrico County ,Sandston Elementary,Mathematics,55.13%,50,No Exact Location,"Sandston Elementary, Henrico County , VA"
2011-2012,Halifax County ,Halifax County High,Mathematics,55.18%,10,No Exact Location,"Halifax County High, Halifax County , VA"
2011-2012,Newport News City ,Hidenwood Elementary,Mathematics,55.19%,540,No Exact Location,"Hidenwood Elementary, Newport News City , VA"
2011-2012,Virginia Beach City ,Brandon Middle,Mathematics,55.19%,1090,No Exact Location,"Brandon Middle, Virginia Beach City , VA"
2011-2012,Wythe County ,Rural Retreat Middle,Mathematics,55.20%,50,No Exact Location,"Rural Retreat Middle, Wythe County , VA"
2011-2012,Richmond City ,Woodville Elementary,Mathematics,55.21%,220,No Exact Location,"Woodville Elementary, Richmond City , VA"
2011-2012,Richmond City ,Albert Hill Middle,Mathematics,55.23%,701,No Exact Location,"Albert Hill Middle, Richmond City , VA"
2011-2012,Henrico County ,Elko Middle,Mathematics,55.24%,106,No Exact Location,"Elko Middle, Henrico County , VA"
2011-2012,Petersburg City ,Vernon Johns Junior High,Mathematics,55.25%,1010,No Exact Location,"Vernon Johns Junior High, Petersburg City , VA"
2011-2012,Washington County ,Holston High,Mathematics,55.27%,600,No Exact Location,"Holston High, Washington County , VA"
2011-2012,Hopewell City ,Patrick Copeland Elementary,Mathematics,55.27%,820,No Exact Location,"Patrick Copeland Elementary, Hopewell City , VA"
2011-2012,Rockingham County ,Lacey Spring Elementary,Mathematics,55.28%,580,No Exact Location,"Lacey Spring Elementary, Rockingham County , VA"
2011-2012,Norton City ,Norton Elementary,Mathematics,55.31%,760,No Exact Location,"Norton Elementary, Norton City , VA"
2011-2012,Grayson County ,Independence Elementary,Mathematics,55.32%,600,No Exact Location,"Independence Elementary, Grayson County , VA"
2011-2012,Northampton County ,Occohannock Elementary,Mathematics,55.43%,760,No Exact Location,"Occohannock Elementary, Northampton County , VA"
2011-2012,Pittsylvania County ,Gretna Middle,Mathematics,55.48%,10,No Exact Location,"Gretna Middle, Pittsylvania County , VA"
2011-2012,Goochland County ,Goochland High,Mathematics,55.59%,870,No Exact Location,"Goochland High, Goochland County , VA"
2011-2012,Richmond City ,Richmond Community High,Mathematics,55.64%,50,No Exact Location,"Richmond Community High, Richmond City , VA"
2011-2012,Fairfax County ,Bren Mar Park Elementary,Mathematics,55.66%,940,No Exact Location,"Bren Mar Park Elementary, Fairfax County , VA"
2011-2012,Virginia Beach City ,Frank W. Cox High,Mathematics,55.68%,30,No Exact Location,"Frank W. Cox High, Virginia Beach City , VA"
2011-2012,Virginia Beach City ,Green Run Elementary,Mathematics,55.69%,770,No Exact Location,"Green Run Elementary, Virginia Beach City , VA"
2011-2012,Harrisonburg City ,Thomas Harrison Middle,Mathematics,55.73%,871,No Exact Location,"Thomas Harrison Middle, Harrisonburg City , VA"
2011-2012,Prince William County ,Elizabeth Vaughan Elementary,Mathematics,55.74%,106,No Exact Location,"Elizabeth Vaughan Elementary, Prince William County , VA"
2011-2012,Henrico County ,Glen Lea Elementary,Mathematics,55.74%,30,No Exact Location,"Glen Lea Elementary, Henrico County , VA"
2011-2012,Virginia Beach City ,Parkway Elementary,Mathematics,55.86%,820,No Exact Location,"Parkway Elementary, Virginia Beach City , VA"
2011-2012,Scott County ,Gate City High,Mathematics,55.87%,30,No Exact Location,"Gate City High, Scott County , VA"
2011-2012,Manassas Park City ,Manassas Park Elementary,Mathematics,55.89%,500,No Exact Location,"Manassas Park Elementary, Manassas Park City , VA"
2011-2012,Halifax County ,Sinai Elementary,Mathematics,55.93%,50,No Exact Location,"Sinai Elementary, Halifax County , VA"
2011-2012,Fairfax County ,Rose Hill Elementary,Mathematics,55.93%,50,No Exact Location,"Rose Hill Elementary, Fairfax County , VA"
2011-2012,Roanoke City ,Breckinridge Middle,Mathematics,55.96%,1090,No Exact Location,"Breckinridge Middle, Roanoke City , VA"
2011-2012,Radford City ,John N. Dalton Intermediate,Mathematics,55.97%,360,No Exact Location,"John N. Dalton Intermediate, Radford City , VA"
2011-2012,Hampton City ,John Tyler Elementary,Mathematics,55.98%,360,No Exact Location,"John Tyler Elementary, Hampton City , VA"
2011-2012,Portsmouth City ,Westhaven Elementary,Mathematics,56.00%,1010,No Exact Location,"Westhaven Elementary, Portsmouth City , VA"
2011-2012,Lunenburg County ,Victoria Elementary,Mathematics,56.04%,1010,No Exact Location,"Victoria Elementary, Lunenburg County , VA"
2011-2012,Lunenburg County ,Kenbridge Elementary,Mathematics,56.08%,690,No Exact Location,"Kenbridge Elementary, Lunenburg County , VA"
2011-2012,Virginia Beach City ,Shelton Park Elementary,Mathematics,56.13%,50,No Exact Location,"Shelton Park Elementary, Virginia Beach City , VA"
2011-2012,Loudoun County ,Hillsboro Elementary,Mathematics,56.25%,540,No Exact Location,"Hillsboro Elementary, Loudoun County , VA"
2011-2012,Westmoreland County ,Montross Middle,Mathematics,56.30%,500,No Exact Location,"Montross Middle, Westmoreland County , VA"
2011-2012,Surry County ,Surry County High,Mathematics,56.36%,871,No Exact Location,"Surry County High, Surry County , VA"
2011-2012,Frederick County ,Evendale Elementary,Mathematics,56.42%,106,No Exact Location,"Evendale Elementary, Frederick County , VA"
2011-2012,Washington County ,Valley Institute Elementary,Mathematics,56.46%,1010,No Exact Location,"Valley Institute Elementary, Washington County , VA"
2011-2012,Smyth County ,Sugar Grove Combined,Mathematics,56.48%,871,No Exact Location,"Sugar Grove Combined, Smyth County , VA"
2011-2012,Virginia Beach City ,Windsor Oaks Elementary,Mathematics,56.57%,1010,No Exact Location,"Windsor Oaks Elementary, Virginia Beach City , VA"
2011-2012,Frederick County ,Millbrook High,Mathematics,56.60%,500,No Exact Location,"Millbrook High, Frederick County , VA"
2011-2012,Tazewell County ,Raven Elementary,Mathematics,56.63%,70,No Exact Location,"Raven Elementary, Tazewell County , VA"
2011-2012,Lunenburg County ,Lunenburg Middle,Mathematics,56.69%,9997,No Exact Location,"Lunenburg Middle, Lunenburg County , VA"
2011-2012,Henrico County ,Varina Elementary,Mathematics,56.80%,1010,No Exact Location,"Varina Elementary, Henrico County , VA"
2011-2012,Highland County ,Highland High,Mathematics,56.82%,540,No Exact Location,"Highland High, Highland County , VA"
2011-2012,Norfolk City ,Granby Elementary,Mathematics,56.85%,1031,No Exact Location,"Granby Elementary, Norfolk City , VA"
2011-2012,Richmond City ,J.B. Fisher Elementary,Mathematics,56.86%,800,No Exact Location,"J.B. Fisher Elementary, Richmond City , VA"
2011-2012,Grayson County ,Baywood Elementary,Mathematics,56.86%,550,No Exact Location,"Baywood Elementary, Grayson County , VA"
2011-2012,Virginia Beach City ,White Oaks Elementary,Mathematics,56.87%,1010,No Exact Location,"White Oaks Elementary, Virginia Beach City , VA"
2011-2012,Norfolk City ,Little Creek Elementary,Mathematics,56.99%,330,No Exact Location,"Little Creek Elementary, Norfolk City , VA"
2011-2012,Pittsylvania County ,Chatham Elementary,Mathematics,57.04%,2445,No Exact Location,"Chatham Elementary, Pittsylvania County , VA"
2011-2012,Spotsylvania County ,Riverview Elementary,Mathematics,57.09%,50,No Exact Location,"Riverview Elementary, Spotsylvania County , VA"
2011-2012,Richmond City ,Overby-Sheppard Elementary,Mathematics,57.14%,570,No Exact Location,"Overby-Sheppard Elementary, Richmond City , VA"
2011-2012,Fairfax County ,Hayfield Secondary,Mathematics,57.17%,10,No Exact Location,"Hayfield Secondary, Fairfax County , VA"
2011-2012,Wythe County ,Scott Memorial Middle,Mathematics,57.18%,50,No Exact Location,"Scott Memorial Middle, Wythe County , VA"
2011-2012,Hampton City ,Benjamin Syms Middle,Mathematics,57.22%,720,No Exact Location,"Benjamin Syms Middle, Hampton City , VA"
2011-2012,Westmoreland County ,Cople Elementary,Mathematics,57.23%,1190,No Exact Location,"Cople Elementary, Westmoreland County , VA"
2011-2012,Grayson County ,Fries School,Mathematics,57.24%,30,No Exact Location,"Fries School, Grayson County , VA"
2011-2012,Virginia Beach City ,Salem High,Mathematics,57.24%,50,No Exact Location,"Salem High, Virginia Beach City , VA"
2011-2012,Fairfax County ,Glasgow Middle,Mathematics,57.26%,30,No Exact Location,"Glasgow Middle, Fairfax County , VA"
2011-2012,Louisa County ,Trevilians Elementary,Mathematics,57.28%,871,No Exact Location,"Trevilians Elementary, Louisa County , VA"
2011-2012,Fairfax County ,Lynbrook Elementary,Mathematics,57.38%,460,No Exact Location,"Lynbrook Elementary, Fairfax County , VA"
2011-2012,Washington County ,Wallace Middle,Mathematics,57.44%,1010,No Exact Location,"Wallace Middle, Washington County , VA"
2011-2012,Loudoun County ,Sterling Elementary,Mathematics,57.56%,871,No Exact Location,"Sterling Elementary, Loudoun County , VA"
