School Year,Division,School,Subject Area,Pass Rate,School Code,Address,Correct
2011-2012,Chesterfield County ,Salem Church Elementary,Mathematics,49.50%,50,"Salem Church Elementary, 9600 Salem Church Rd., Richmond, VA, 23237",Exact Location
2011-2012,Augusta County ,S. Gordon Stewart Middle,Mathematics,68.59%,50,"S. Gordon Stewart Middle, 118 Fort Defiance Rd, Fort Defiance, VA, 24437",Exact Location
2011-2012,Campbell County ,Rustburg Middle,Mathematics,46.47%,50,"Rustburg Middle, 555 Village Highway, Rustburg, VA, 24588",Exact Location
2011-2012,Campbell County ,Rustburg High,Mathematics,35.28%,50,"Rustburg High, PO Box 830, Rustburg, VA, 24588",Exact Location
2011-2012,Campbell County ,Rustburg Elementary,Mathematics,49.21%,50,"Rustburg Elementary, PO Box 225, Rustburg, VA, 24588",Exact Location
2011-2012,Buchanan County ,Russell Prater Elementary,Mathematics,55.81%,50,"Russell Prater Elementary, 8433 Lovers Gap Road, Vansant, VA, 24656",Exact Location
2011-2012,Bland County ,Rocky Gap High,Mathematics,59.03%,50,"Rocky Gap High, PO Box 9, Rocky Gap, VA, 24366",Exact Location
2011-2012,Bland County ,Rocky Gap Elementary,Mathematics,67.86%,50,"Rocky Gap Elementary, PO Box 339, Rocky Gap, VA, 24366",Exact Location
2011-2012,Chesterfield County ,Robious Middle,Mathematics,81.58%,50,"Robious Middle, 2701 Robious Crossing Dr, Midlothian, VA, 23113",Exact Location
2011-2012,Chesterfield County ,Robious Elementary,Mathematics,91.50%,50,"Robious Elementary, 2801 Robious Crossing Dr., Midlothian, VA, 23113",Exact Location
2011-2012,Buchanan County ,Riverview Elementary/Middle,Mathematics,45.94%,50,"Riverview Elementary/Middle, 27382 Riverside Drive, Grundy, VA, 24614",Exact Location
2011-2012,Augusta County ,Riverheads High,Mathematics,71.84%,50,"Riverheads High, 19 Howardsville Rd, Staunton, VA, 24401",Exact Location
2011-2012,Augusta County ,Riverheads Elementary,Mathematics,59.92%,50,"Riverheads Elementary, 17 Howardsville Rd, Staunton, VA, 24401",Exact Location
2011-2012,Brunswick County ,Red Oak-Sturgeon Elementary,Mathematics,77.78%,50,"Red Oak-Sturgeon Elementary, PO Box 398, Alberta, VA, 23821",Exact Location
2011-2012,Albemarle County ,Red Hill Elementary,Mathematics,59.46%,50,"Red Hill Elementary, 3901 Red Hill School Road, North Garden, VA, 22959",Exact Location
2011-2012,Chesterfield County ,Reams Road Elementary,Mathematics,79.65%,50,"Reams Road Elementary, 10141 Reams Rd., Richmond, VA, 23236",Exact Location
2011-2012,Botetourt County ,Read Mountain Middle,Mathematics,82.00%,50,"Read Mountain Middle, 182 Orchard Hill Dr, Cloverdale, VA, 24077",Exact Location
2011-2012,Charlotte County ,Randolph-Henry High,Mathematics,53.06%,70,"Randolph-Henry High, PO Box 668, Charlotte C H, VA, 23923",Exact Location
2011-2012,Arlington County ,Randolph Elementary,Mathematics,63.69%,70,"Randolph Elementary, 1306 S Quincy St, Arlington, VA, 22204",Exact Location
2011-2012,Goochland County ,Randolph Elementary,Mathematics,79.05%,70,"Randolph Elementary, 1306 S Quincy St, Arlington, VA, 22204",Exact Location
2011-2012,Accomack County ,Pungoteague Elementary,Mathematics,56.02%,70,"Pungoteague Elementary, 28480 Bobtown Rd, Melfa, VA, 23410",Exact Location
2011-2012,Chesterfield County ,Providence Middle,Mathematics,57.19%,70,"Providence Middle, 900 Starlight Lane, Richmond, VA, 23235",Exact Location
2011-2012,Chesterfield County ,Providence Elementary,Mathematics,74.25%,70,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236",Exact Location
2011-2012,Fairfax County ,Providence Elementary,Mathematics,83.93%,70,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236",Exact Location
2011-2012,Virginia Beach City ,Providence Elementary,Mathematics,61.13%,70,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236",Exact Location
2011-2012,Amherst County ,Pleasant View Elementary,Mathematics,37.21%,70,"Pleasant View Elementary, 229 Dancing Creek Rd, Monroe, VA, 24574",Exact Location
2011-2012,Charlotte County ,Phenix Elementary,Mathematics,42.74%,70,"Phenix Elementary, 400  Red House Road, Phenix, VA, 23959",Exact Location
2011-2012,Culpeper County ,Pearl Sample Elementary,Mathematics,58.56%,70,"Pearl Sample Elementary, 18480 Simms Dr, Culpeper, VA, 22701",Exact Location
2011-2012,Albemarle County ,Paul H. Cale Elementary,Mathematics,60.15%,70,"Paul H. Cale Elementary, 1757 Avon Street Extended, Charlottesville, VA, 22902",Exact Location
2011-2012,Alexandria City ,Patrick Henry Elementary,Mathematics,30.43%,820,"Patrick Henry Elementary, 4643 Taney Ave, Alexandria, VA, 22304",Exact Location
2011-2012,Martinsville City ,Patrick Henry Elementary,Mathematics,72.81%,820,"Patrick Henry Elementary, 4643 Taney Ave, Alexandria, VA, 22304",Exact Location
2011-2012,Buena Vista City ,Parry McCluer Middle,Mathematics,50.72%,820,"Parry McCluer Middle, 2329 Chestnut Ave, Buena Vista, VA, 24416",Exact Location
2011-2012,Buena Vista City ,Parry McCluer High,Mathematics,30.51%,820,"Parry McCluer High, 100 Bradford Drive, Buena Vista, VA, 24416",Exact Location
2011-2012,Danville City ,Park Avenue Elementary,Mathematics,62.83%,570,"Park Avenue Elementary, 661 Park Ave, Danville, VA, 24541",Exact Location
2011-2012,Bedford County ,Otter River Elementary,Mathematics,60.18%,570,"Otter River Elementary, 1044 Otter River Dr, Goode, VA, 24556",Exact Location
2011-2012,Chesapeake City ,Oscar Smith Middle,Mathematics,60.26%,570,"Oscar Smith Middle, 2500 Rodgers St, Chesapeake, VA, 23324",Exact Location
2011-2012,Chesapeake City ,Oscar F. Smith High,Mathematics,47.56%,570,"Oscar F. Smith High, 1994 Tiger Dr, Chesapeake, VA, 23320",Exact Location
2011-2012,Arlington County ,Oakridge Elementary,Mathematics,79.93%,760,"Oakridge Elementary, 1414 24th St S, Arlington, VA, 22202",Exact Location
2011-2012,Carroll County ,Oakland Elementary School,Mathematics,40.00%,760,"Oakland Elementary School, 4930 Pipers Gap Road, Galax, VA, 24333",Exact Location
2011-2012,Chesterfield County ,O.B. Gates Elementary,Mathematics,82.94%,760,"O.B. Gates Elementary, 10001 Courthouse Rd., Chesterfield, VA, 23832",Exact Location
2011-2012,Danville City ,O. Trent Bonner Middle,Mathematics,74.54%,760,"O. Trent Bonner Middle, 300 Apollo Ave, Danville, VA, 24540",Exact Location
2011-2012,Arlington County ,Nottingham Elementary,Mathematics,91.55%,760,"Nottingham Elementary, 5900 Little Falls Road, Arlington, VA, 22207",Exact Location
2011-2012,Augusta County ,North River Elementary,Mathematics,52.27%,760,"North River Elementary, 3395 Scenic Hwy, Mount Solon, VA, 22843",Exact Location
2011-2012,Colonial Heights City ,North Elementary,Mathematics,57.89%,710,"North Elementary, 3201 Dale Ave, Colonial Heights, VA, 23834",Exact Location
2011-2012,Prince George County ,North Elementary,Mathematics,77.17%,710,"North Elementary, 3201 Dale Ave, Colonial Heights, VA, 23834",Exact Location
2011-2012,Chesapeake City ,Norfolk Highlands Primary,Mathematics,67.57%,710,"Norfolk Highlands Primary, 1115 Myrtle Ave, Chesapeake, VA, 23325",Exact Location
2011-2012,Bedford County ,New London Academy Elementary,Mathematics,44.44%,1020,"New London Academy Elementary, 12400 E Lynchburg-Salem Trnpk, Forest, VA, 24551",Exact Location
2011-2012,Accomack County ,Nandua Middle,Mathematics,60.04%,500,"Nandua Middle, 20330 Warrior Dr., Onley, VA, 23418",Exact Location
2011-2012,Accomack County ,Nandua High,Mathematics,70.74%,500,"Nandua High, 26350 Lankford Highway, Onley, VA, 23418",Exact Location
2011-2012,Albemarle County ,Murray High,Mathematics,35.38%,500,"Murray High, 1200 Forest Street, Charlottesville, VA, 22903",Exact Location
2011-2012,Alleghany County ,Mountain View Elementary,Mathematics,47.84%,500,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426",Exact Location
2011-2012,Loudoun County ,Mountain View Elementary,Mathematics,73.43%,500,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426",Exact Location
2011-2012,Prince William County ,Mountain View Elementary,Mathematics,86.99%,500,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426",Exact Location
2011-2012,Roanoke County ,Mountain View Elementary,Mathematics,66.67%,500,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426",Exact Location
2011-2012,Rockbridge County ,Mountain View Elementary,Mathematics,71.93%,500,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426",Exact Location
2011-2012,Rockingham County ,Mountain View Elementary,Mathematics,65.82%,500,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426",Exact Location
2011-2012,Alexandria City ,Mount Vernon Elementary,Mathematics,56.12%,500,"Mount Vernon Elementary, 2601 Commonwealth Ave, Alexandria, VA, 22305",Exact Location
2011-2012,Albemarle County ,Mortimer Y. Sutherland Middle,Mathematics,87.78%,500,"Mortimer Y. Sutherland Middle, 2801 Powell Creek Drive, Charlottesville, VA, 22911",Exact Location
2011-2012,Bedford County ,Montvale Elementary,Mathematics,65.41%,500,"Montvale Elementary, One Little Patriot Dr, Montvale, VA, 24122",Exact Location
2011-2012,Albemarle County ,Monticello High,Mathematics,53.29%,500,"Monticello High, 1400 Independence Way, Charlottesville, VA, 22902",Exact Location
2011-2012,Bedford County ,Moneta Elementary,Mathematics,51.00%,500,"Moneta Elementary, 12718 Moneta Rd, Moneta, VA, 24121",Exact Location
2011-2012,Amherst County ,Monelison Middle,Mathematics,61.95%,500,"Monelison Middle, 257 Trojan Rd, Madison Heights, VA, 24572",Exact Location
2011-2012,Chesterfield County ,Monacan High,Mathematics,47.37%,500,"Monacan High, 11501 Smoketree Dr., Richmond, VA, 23236",Exact Location
2011-2012,Bath County ,Millboro Elementary,Mathematics,57.53%,500,"Millboro Elementary, 411 Church Street, Millboro, VA, 24460",Exact Location
2011-2012,Dinwiddie County ,Midway Elementary,Mathematics,83.42%,500,"Midway Elementary, 5511 Midway Rd, Church Road, VA, 23833",Exact Location
2011-2012,Chesterfield County ,Midlothian Middle,Mathematics,89.48%,500,"Midlothian Middle, 13501 Midlothian Turnpike, Midlothian, VA, 23113",Exact Location
2011-2012,Chesterfield County ,Midlothian High,Mathematics,69.01%,500,"Midlothian High, 401 Charter Colony Pkwy., Midlothian, VA, 23114",Exact Location
2011-2012,Accomack County ,Metompkin Elementary,Mathematics,67.07%,500,"Metompkin Elementary, 24501 Parksley Rd, Parksley, VA, 23421",Exact Location
2011-2012,Albemarle County ,Meriwether Lewis Elementary,Mathematics,85.12%,500,"Meriwether Lewis Elementary, 1610 Owensville Road, Charlottesville, VA, 22901",Exact Location
2011-2012,Brunswick County ,Meherrin Powellton Elementary,Mathematics,72.07%,500,"Meherrin Powellton Elementary, 11555 Dry Bread Road, Lawrenceville, VA, 23868",Exact Location
2011-2012,Chesterfield County ,Meadowbrook High,Mathematics,38.02%,500,"Meadowbrook High, 4901 Cogbill Rd., Richmond, VA, 23234",Exact Location
2011-2012,Arlington County ,McKinley Elementary,Mathematics,89.55%,500,"McKinley Elementary, 1030 N McKinley Rd, Arlington, VA, 22205",Exact Location
2011-2012,Craig County ,McCleary Elementary,Mathematics,64.94%,500,"McCleary Elementary, 25345 Craigs Creek Raod, New Castle, VA, 24127",Exact Location
2011-2012,Alexandria City ,Maury Elementary,Mathematics,72.62%,500,"Maury Elementary, 600 Russell Rd, Alexandria, VA, 22301",Exact Location
2011-2012,Chesterfield County ,Matoaca Middle,Mathematics,66.93%,500,"Matoaca Middle, 20300 Halloway Ave., Matoaca, VA, 23803",Exact Location
2011-2012,Chesterfield County ,Matoaca High,Mathematics,45.39%,500,"Matoaca High, 17700 Longhouse Lane, Chesterfield, VA, 23838",Exact Location
2011-2012,Chesterfield County ,Matoaca Elementary,Mathematics,65.74%,500,"Matoaca Elementary, 6627 River Rd, Petersburg, VA, 23803",Exact Location
2011-2012,Albemarle County ,Mary Carr Greer Elementary,Mathematics,47.51%,500,"Mary Carr Greer Elementary, 190 Lambs Lane, Charlottesville, VA, 22901",Exact Location
2011-2012,Chesterfield County ,Marguerite F. Christian Elementary,Mathematics,58.15%,500,"Marguerite F. Christian Elementary, 14801 Woods Edge Rd., Colonial Heights, VA, 23834",Exact Location
2011-2012,Chesterfield County ,Manchester Middle,Mathematics,68.76%,500,"Manchester Middle, 7401 Hull Street Rd., Richmond, VA, 23235",Exact Location
2011-2012,Chesterfield County ,Manchester High,Mathematics,45.22%,500,"Manchester High, 12601 Bailey Bridge Rd., Midlothian, VA, 23112",Exact Location
2011-2012,Amherst County ,Madison Heights Elementary,Mathematics,35.29%,730,"Madison Heights Elementary, 287 Learning Lane, Madison Heights, VA, 24572",Exact Location
2011-2012,Caroline County ,Madison Elementary,Mathematics,62.05%,730,"Madison Elementary, 9075 Chance Place, Ruther Glen, VA, 22546",Exact Location
2011-2012,Alexandria City ,Lyles-Crouch Elementary,Mathematics,73.86%,460,"Lyles-Crouch Elementary, 530 S St Asaph St, Alexandria, VA, 22314",Exact Location
2011-2012,Botetourt County ,Lord Botetourt High,Mathematics,57.54%,9997,"Lord Botetourt High, 1435 Roanoke Rd, Daleville, VA, 24083",Exact Location
2011-2012,Dickenson County ,Longs Fork Elementary,Mathematics,58.38%,9997,"Longs Fork Elementary, 1280 Browning Hollow, Clintwood, VA, 24228",Exact Location
2011-2012,Arlington County ,Long Branch Elementary,Mathematics,84.21%,9997,"Long Branch Elementary, 33 N Fillmore St, Arlington, VA, 22201",Exact Location
2011-2012,Chesterfield County ,Lloyd C. Bird High,Mathematics,43.31%,330,"Lloyd C. Bird High, 10301 Courthouse Rd., Chesterfield, VA, 23832",Exact Location
2011-2012,Bedford County ,Liberty High,Mathematics,37.53%,970,"Liberty High, 100 Liberty Minutemen Dr, Bedford, VA, 24523",Exact Location
2011-2012,Fauquier County ,Liberty High,Mathematics,56.42%,970,"Liberty High, 100 Liberty Minutemen Dr, Bedford, VA, 24523",Exact Location
2011-2012,Caroline County ,Lewis & Clark Elementary,Mathematics,77.90%,970,"Lewis & Clark Elementary, 18101 Clark & York Blvd, Ruther Glen, VA, 22546",Exact Location
2011-2012,Albemarle County ,Leslie H. Walton Middle,Mathematics,67.36%,970,"Leslie H. Walton Middle, 4217 Red Hill Road, Charlottesville, VA, 22903",Exact Location
2011-2012,Campbell County ,Leesville Road Elementary,Mathematics,74.56%,970,"Leesville Road Elementary, 19965 Leesville Road, Lynchburg, VA, 24502",Exact Location
2011-2012,Carroll County ,Laurel Elementary School,Mathematics,54.55%,970,"Laurel Elementary School, 26 Pleasant View Road, Austinville, VA, 24312",Exact Location
2011-2012,Colonial Heights City ,Lakeview Elementary,Mathematics,67.50%,580,"Lakeview Elementary, 401 Taswell Ave, Colonial Heights, VA, 23834",Exact Location
2011-2012,Portsmouth City ,Lakeview Elementary,Mathematics,65.68%,580,"Lakeview Elementary, 401 Taswell Ave, Colonial Heights, VA, 23834",Exact Location
2011-2012,Arlington County ,Kenmore Middle,Mathematics,58.69%,690,"Kenmore Middle, 200 S Carlin Springs Rd, Arlington, VA, 22204",Exact Location
2011-2012,Accomack County ,Kegotank Elementary,Mathematics,65.61%,360,"Kegotank Elementary, PO Box 28, Mappsville, VA, 23407",Exact Location
2011-2012,Bristol City ,Joseph Van Pelt Elementary,Mathematics,65.71%,360,"Joseph Van Pelt Elementary, 200 Spring Hill Terrace, Bristol, VA, 24201",Exact Location
2011-2012,Albemarle County ,Joseph T. Henley Middle,Mathematics,94.01%,360,"Joseph T. Henley Middle, 5880 Rockfish Gap Turnpike, Crozet, VA, 22932",Exact Location
2011-2012,Chesapeake City ,Jolliff Middle,Mathematics,69.06%,360,"Jolliff Middle, 1021 Jolliff Rd., Chesapeake, VA, 23321",Exact Location
2011-2012,Clarke County ,Johnson-Williams Middle,Mathematics,59.85%,360,"Johnson-Williams Middle, 200 Swan Ave, Berryville, VA, 22611",Exact Location
2011-2012,Charlottesville City ,Johnson Elementary,Mathematics,69.23%,360,"Johnson Elementary, 1645 Cherry Avenue, Charlottesville, VA, 22903",Exact Location
2011-2012,Alexandria City ,John Adams Elementary,Mathematics,50.34%,800,"John Adams Elementary, 5651 Rayburn Ave, Alexandria, VA, 22311",Exact Location
2011-2012,Danville City ,JM Langston Focus School,Mathematics,17.56%,800,"JM Langston Focus School, 228 Cleveland Street, Danville, VA, 24541",Exact Location
2011-2012,Covington City ,Jeter-Watson Intermediate,Mathematics,42.03%,800,"Jeter-Watson Intermediate, 560 West Indian Valley Road, Covington, VA, 24426",Exact Location
2011-2012,Alexandria City ,Jefferson-Houston Elementary,Mathematics,34.38%,800,"Jefferson-Houston Elementary, 1501 Cameron St, Alexandria, VA, 22314",Exact Location
2011-2012,Arlington County ,Jefferson Middle,Mathematics,69.02%,800,"Jefferson Middle, 125 S Old Glebe Rd, Arlington, VA, 22204",Exact Location
2011-2012,Bedford County ,Jefferson Forest High,Mathematics,57.12%,800,"Jefferson Forest High, 1 Cavalier Circle, Forest, VA, 24551",Exact Location
