Mailing Address,District Name,School Name,2011-2012 Rating,Performance Indicators,Marker_Type,Performance Index,4-Year Graduation Rate,5-Year Graduation Rate,Value-Added: All Students,Value-Added: Gifted Students,Value-Added: Lowest 20% in Achievement,Value-Added: Students with Disabilities,Annual Measurable Objectives,District IRN,School IRN,2011 PI Score,School IRN,School IRN
"Withrow International High, 2488 Madison Rd, Cincinnati, OH, 45208",Cincinnati City,Withrow International High School,Continuous Improvement*,F,small_red,C,F,F,-,-,-,-,F,043752,145573,81.47208122,145573,145573
"Withrow University High, 2520 Madison Rd, Cincinnati, OH, 45208",Cincinnati City,Withrow University High School,Effective*,F,small_red,C,C,B,-,-,-,-,F,043752,146365,94.51807229,146365,146365
"Woodford Paideia Elem, 3500 Lumford Pl, Cincinnati, OH, 45213",Cincinnati City,Woodford Paideia Elementary School,Continuous Improvement*,F,small_red,C,-,-,D,B,C,B,F,043752,070326,85.30685921,070326,70326
"Loclkand Local Middle School M, 249 W Forrer St, Lockland, OH, 45215",Lockland Local,Lockland Local Middle School,Effective,F,small_red,C,-,-,F,C,C,-,F,044230,010243,94.16666667,010243,10243
"South Elem, 7900 Werner Ave, Cincinnati, OH, 45231",Mt Healthy City,South Elementary School,Effective,F,small_red,C,-,-,A,C,B,A,F,044412,016733,81.77966102,016733,16733
"North College Hill Middle, 1624 W Galbraith Rd, Cincinnati, OH, 45239",North College Hill City,North College Hill Middle School,Continuous Improvement,F,small_red,C,-,-,C,B,C,C,F,044511,011868,85.9543379,011868,11868
"Bevis Elem, 10133 Pottinger Rd, Cincinnati, OH, 45251",Northwest Local ,Bevis Elementary School,Excellent,F,small_red,C,-,-,A,D,B,C,F,047365,061754,93.41365462,061754,61754
"Pleasant Run Elem, 11765 Hamilton Ave, Cincinnati, OH, 45231",Northwest Local ,Pleasant Run Elementary School,Continuous Improvement,F,small_red,C,-,-,C,C,B,C,F,047365,030320,92.13038417,030320,30320
"Weigel Elem, 3242 Banning Rd, Cincinnati, OH, 45239",Northwest Local ,Weigel Elementary School,Effective,F,small_red,C,-,-,C,B,D,C,F,047365,040170,95.96119929,040170,40170
"White Oak Middle, 3130 Jessup Rd, Cincinnati, OH, 45239",Northwest Local ,White Oak Middle School,Continuous Improvement,F,small_red,C,-,-,F,C,D,C,F,047365,041012,94.02312842,041012,41012
"Heritage Hill Elem, 11961 Chesterdale Rd, Cincinnati, OH, 45246",Princeton City,Heritage Hill Elementary School,Continuous Improvement,F,small_red,C,-,-,C,-,C,C,F,044677,015966,86.70068027,015966,15966
"Woodlawn Elem, 31 Riddle Rd, Cincinnati, OH, 45215",Princeton City,Woodlawn Elementary School,Effective,F,small_red,C,-,-,F,-,D,-,F,044677,042028,91.99052133,042028,42028
"St Bernard Elem, 4515 Tower Ave, Saint Bernard, OH, 45217",St Bernard-Elmwood Place City,St Bernard Elementary School,Effective,F,small_red,C,-,-,D,-,C,C,F,044719,037408,92.20895522,037408,37408
"WW Elementary School Elem, 1501 Kingsbury Dr, Cincinnati, OH, 45240",Winton Woods City,Winton Woods Elementary School,Effective*,F,small_red,C,-,-,C,C,C,B,F,044081,066787,90.48140044,066787,66787
"Winton Woods Middle, 147 Farragut Rd, Cincinnati, OH, 45218",Winton Woods City,Winton Woods Middle School,Continuous Improvement*,F,small_red,C,-,-,D,F,C,C,F,044081,014548,87.16404887,014548,14548
"Cory-Rawson Middle, 3930 County Road 26, Rawson, OH, 45881",Cory-Rawson Local,Cory-Rawson Middle Schoola,Effective,F,small_red,C,-,-,F,C,C,C,F,047431,025759,93.65196078,025759,25759
"Glenwood Middle, 200 W Main Cross St, Findlay, OH, 45840",Findlay City,Glenwood Middle School,Effective,F,small_red,C,-,-,C,C,C,C,F,043984,005686,97.87746171,005686,5686
"Upper Scioto Valley Elem, PO Box 305 510 S Courtright St, Mc Guffey, OH, 45859",Upper Scioto Valley Local,Upper Scioto Valley Elementary School,Continuous Improvement,F,small_red,C,-,-,F,C,D,C,F,047522,032805,92.63657957,032805,32805
"Upper Scioto Valley High, PO Box 305 510 South Courtrigh, Mc Guffey, OH, 45859",Upper Scioto Valley Local,Upper Scioto Valley High School,Continuous Improvement,F,small_red,C,C,C,-,-,-,-,F,047522,037960,104.3333333,037960,37960
"Bright Elem, 6100 Fair Ridge Rd, Hillsboro, OH, 45133",Bright Local,Bright Elementary School,Academic Watch,F,small_red,C,-,-,F,-,F,F,F,047613,139477,94.03543307,139477,139477
"Whiteoak Junior High School Mi, 44 N High St, Mowrystown, OH, 45155",Bright Local,Whiteoak Junior High School,Effective,F,small_red,C,-,-,C,-,D,B,F,047613,000519,89.52991453,000519,519
"HIS Elem, 500 US Highway 62, Hillsboro, OH, 45133",Hillsboro City,Hillsboro Intermediate School,Effective,F,small_red,C,-,-,C,C,D,C,F,044123,039396,89.2642487,039396,39396
"Stanton Elem, 14890 State Route 213, Hammondsville, OH, 43930",Edison Local,Stanton Elementary School,Excellent,F,small_red,C,-,-,A,C,B,A,F,047795,035790,92.91231733,035790,35790
"Danville Elem, PO Box 30, Danville, OH, 43014",Danville Local ,Danville Elementary School,Continuous Improvement,F,small_red,C,-,-,F,F,F,D,F,047837,008078,92.90909091,008078,8078
"Maple Elem, 560 W Jackson St, Painesville, OH, 44077",Painesville City Local,Maple Elementary School,Excellent,F,small_red,C,-,-,A,-,A,A,A,044628,019877,83.93075356,019877,19877
"Carson Elem, 549 E Main St, Newark, OH, 43055",Newark City,Carson Elementary School,Effective,F,small_red,C,-,-,F,C,B,C,F,044453,009212,89.64,009212,9212
"Westwood Middle, 42350 Adelbert St, Elyria, OH, 44035",Elyria City Schools,Westwood Middle School,Effective,F,small_red,C,-,-,C,B,C,D,F,043943,064733,90.40444894,064733,64733
"Admiral King Elem, 1953 W 11th St, Lorain, OH, 44052",Lorain City,Admiral King Elementary School,Continuous Improvement,F,small_red,C,-,-,F,D,C,C,F,044263,019646,92.86012526,019646,19646
"Lorain High High, 2600 Ashland Ave, Lorain, OH, 44052",Lorain City,Lorain High School,Continuous Improvement,F,small_red,C,D,F,-,-,-,-,F,044263,008309,90.52983294,008309,8309
"Prospect Elem, 36 S Prospect St, Oberlin, OH, 44074",Oberlin City Schools,Prospect Elementary School,Excellent,F,small_red,C,-,-,A,C,A,A,F,044594,030809,92.47292419,030809,30809
"Arlington Elem, 707 Woodsdale Ave, Toledo, OH, 43609",Toledo City,Arlington Elementary School,Continuous Improvement*,F,small_red,C,-,-,F,D,B,C,F,044909,000968,91.63147793,000968,968
"Birmingham Elem, 355 Dearborn Ave, Toledo, OH, 43605",Toledo City,Birmingham Elementary School,Continuous Improvement*,F,small_red,C,-,-,F,D,C,D,F,044909,002758,88.52747253,002758,2758
"Burroughs Elem, 2420 South Ave, Toledo, OH, 43609",Toledo City,Burroughs Elementary School,Effective*,F,small_red,C,-,-,C,C,C,C,F,044909,004358,89.02930403,004358,4358
"Edgewater Elem, 5549 Edgewater Dr, Toledo, OH, 43611",Toledo City,Edgewater Elementary School,Continuous Improvement*,F,small_red,C,-,-,F,-,C,-,F,044909,009902,89.34065934,009902,9902
"Ella P. Stewart Academy Elem, 707 Avondale Ave, Toledo, OH, 43604",Toledo City,Ella P. Stewart Academy for Girls,Continuous Improvement*,F,small_red,C,-,-,F,-,D,-,F,044909,000234,79.43722944,000234,234
"Harvard Elem, 1949 Glendale Ave, Toledo, OH, 43614",Toledo City,Harvard Elementary School,Academic Watch*,F,small_red,C,-,-,F,F,F,F,F,044909,015545,98.88111888,015545,15545
"Larchmont Elem, 1515 Slater St, Toledo, OH, 43612",Toledo City,Larchmont Elementary School,Continuous Improvement*,F,small_red,C,-,-,F,D,C,C,F,044909,019836,90.45929019,019836,19836
"Longfellow Elem, 4112 Jackman Rd, Toledo, OH, 43612",Toledo City,Longfellow Elementary School,Effective*,F,small_red,C,-,-,C,C,C,C,F,044909,021386,92.5542571,021386,21386
"Navarre Elem, 800 Kingston Ave, Toledo, OH, 43605",Toledo City,Navarre Elementary School,Continuous Improvement*,F,small_red,C,-,-,C,D,C,-,F,044909,026484,88.18181818,026484,26484
"Oakdale Elem, 1620 E Broadway St, Toledo, OH, 43605",Toledo City,Oakdale Elementary School,Continuous Improvement*,F,small_red,C,-,-,D,C,C,C,F,044909,028258,79.97959184,028258,28258
"Old West End Academy Elem, 3131 Cambridge St, Toledo, OH, 43610",Toledo City,Old West End Academy Elementary School,Continuous Improvement*,F,small_red,C,-,-,C,C,C,-,F,044909,068486,90.11428571,068486,68486
"Rogers High, 222 McTigue Dr, Toledo, OH, 43615",Toledo City,Rogers High School,Continuous Improvement*,F,small_red,C,F,F,-,-,-,-,F,044909,032276,94.32061069,032276,32276
"Waite High, 301 Morrison Dr, Toledo, OH, 43605",Toledo City,Waite High School,Continuous Improvement*,F,small_red,C,F,F,-,-,-,-,F,044909,038950,86.87179487,038950,38950
"Whittier Elem, 4221 Walker Ave, Toledo, OH, 43612",Toledo City,Whittier Elementary School,Continuous Improvement*,F,small_red,C,-,-,F,F,C,C,F,044909,041137,88.42105263,041137,41137
"London Elem, 380 Elm St, London, OH, 43140",London City,London Elementary School,Effective,F,small_red,C,-,-,B,A,B,A,F,044255,089599,91.73991031,089599,89599
"London Middle Middle, 270 E Keny Blvd, London, OH, 43140",London City,London MIddle School,Effective,F,small_red,C,-,-,C,D,A,B,D,044255,005348,86.62626263,005348,5348
"Madison-Plains JH Jr High, 803 Linson Rd, London, OH, 43140",Madison-Plains Local,Madison-Plains Junior High,Continuous Improvement,F,small_red,C,-,-,D,C,B,C,F,048272,037010,91.37345679,037010,37010
"Paul C Bunn Elem, 1825 Sequoya Dr, Youngstown, OH, 44514",Youngstown City Schools,Paul C Bunn Elementary School,Continuous Improvement,F,small_red,C,-,-,F,-,D,C,C,045161,004267,79.28301887,004267,4267
"Rayen Early College Middle, 731 S Hazelwood Ave, Youngstown, OH, 44509",Youngstown City Schools,Rayen Early College,Continuous Improvement,F,small_red,C,-,-,C,B,D,-,F,045161,011493,85.87570621,011493,11493
"Taft Elem, 730 E Avondale Ave, Youngstown, OH, 44502",Youngstown City Schools,Taft Elementary School,Continuous Improvement,F,small_red,C,-,-,C,-,A,C,F,045161,036798,86.76880223,036798,36798
"McGuffey Elem, 310 S Schenley Ave, Youngstown, OH, 44509",Youngstown City Schools,William Holmes McGuffey Elementary,Effective,F,small_red,C,-,-,A,B,A,A,F,045161,040436,80.90712743,040436,40436
"Chaney Campus High, 731 S Hazelwood Ave, Youngstown, OH, 44509",Youngstown City Schools,Youngstown Chaney Campus of VPA and STEM,Effective,F,small_red,C,F,F,A,C,B,-,B,045161,005850,72.49673203,005850,5850
"George Washington Elem, 400 Pennsylvania Ave, Marion, OH, 43302",Marion City,George Washington Elementary School,Continuous Improvement*,F,small_red,C,-,-,F,D,F,C,F,044339,039586,90.90069284,039586,39586
"Harding High, 1500 Harding Hwy E, Marion, OH, 43302",Marion City,Harding High School,Continuous Improvement*,F,small_red,C,F,F,-,-,-,-,F,044339,015214,92.67953668,015214,15214
"Hayes Elementary Elem, 750 Silver St, Marion, OH, 43302",Marion City,Rutherford B. Hayes Elementary School,Continuous Improvement*,F,small_red,C,-,-,B,-,C,A,F,044339,034611,82.74881517,034611,34611
"Grant Middle School Middle, 420 Presidential Dr, Marion, OH, 43302",Marion City,Ulysses S. Grant Middle School,Continuous Improvement*,F,small_red,C,-,-,B,C,B,A,F,044339,000351,82.26250574,000351,351
"Ridgedale Elem, 3105 Hillman Ford Rd, Morral, OH, 43337",Ridgedale Local ,Ridgedale Elementary School,Continuous Improvement,F,small_red,C,-,-,D,-,F,C,F,048439,067819,85.65632458,067819,67819
"Bennett Intermediate Elem, 625 S Main St, Piqua, OH, 45356",Piqua City,Bennett Intermediate Elementary School,Continuous Improvement,F,small_red,C,-,-,F,F,F,C,D,044644,002394,88,002394,2394
"Springcreek Primary Elem, 145 E Us Route 36, Piqua, OH, 45356",Piqua City,Springcreek Primary Elementary School,Continuous Improvement,F,small_red,C,-,-,-,-,-,-,F,044644,035428,103.0263158,035428,35428
"Beallsville Elem, PO Box 262,  Beallsville, OH, 43716",Switzerland of Ohio Local,Beallsville Elementary School,Continuous Improvement,F,small_red,C,-,-,C,C,C,-,F,048652,001875,86.13899614,001875,1875
"Beallsville High, PO Box 262, Beallsville, OH, 43716",Switzerland of Ohio Local,Beallsville High School,Continuous Improvement,F,small_red,C,A,C,C,C,B,C,F,048652,001883,89.44615385,001883,1883
"Earley Academy Elem, 450 Shoup Mill Rd, Dayton, OH, 45415",Dayton City,Charity Adams Earley Girls Academy,Continuous Improvement,F,small_red,C,-,-,C,-,C,C,F,043844,000884,86.36363636,000884,884
"Ponitz CTC High, 741 Washington St, Dayton, OH, 45402",Dayton City,David H. Ponitz Career Technology  Center,Continuous Improvement,F,small_red,C,C,D,-,-,-,-,F,043844,066795,87.86419753,066795,66795
"Horace Mann Elem, 715 Krebs Ave, Dayton, OH, 45419",Dayton City,Horace Mann PreK-8 School,Continuous Improvement,F,small_red,C,-,-,B,C,A,C,F,043844,016840,87.72875817,016840,16840
"Valerie Elem, 4020 Bradwood Dr, Dayton, OH, 45405",Dayton City,Valerie PreK-8 School,Continuous Improvement,F,small_red,C,-,-,F,-,C,C,F,043844,038067,91.50829563,038067,38067
"Valley Forge Elem, 7191 Troy Manor Rd, Huber Heights, OH, 45424",Huber Heights City,Valley Forge Elementary School,Effective,F,small_red,C,-,-,F,C,D,C,F,048751,061523,98.57715431,061523,61523
"Wright Brothers Elem, 5701 Rosebury Dr, Huber Heights, OH, 45424",Huber Heights City,Wright Brothers Elementary School,Continuous Improvement,F,small_red,C,-,-,F,C,D,D,F,048751,024273,98.08333333,024273,24273
"Mad River Middle, 1801 Harshman Rd, Dayton, OH, 45424",Mad River Local,Mad River Middle School,Effective,F,small_red,C,-,-,F,D,F,D,F,048702,043398,94.75986278,043398,43398
"Virginia Stevenson Elem, 805 Harshman Rd, Dayton, OH, 45431",Mad River Local,Virginia Stevenson Elementary School,Continuous Improvement,F,small_red,C,-,-,C,-,D,-,F,048702,015461,92.98387097,015461,15461
"South Elem, 3555 State Route 792, Stockport, OH, 43787",Morgan Local,South Elementary School,Continuous Improvement,F,small_red,C,-,-,B,-,C,-,F,048777,142182,86.24161074,142182,142182
"John McIntire Elem, 1275 Roosevelt Ave, Zanesville, OH, 43701",Zanesville City,John McIntire Elementary School,Effective,F,small_red,C,-,-,C,B,C,F,F,045179,025973,91.76646707,025973,25973
"National Road Elem, 3505 East Pike, Zanesville, OH, 43701",Zanesville City,National Road,Continuous Improvement,F,small_red,C,-,-,F,-,F,D,F,045179,000831,83.71859296,000831,831
"Zanesville Middle School Middl, 1429 Blue Ave, Zanesville, OH, 43701",Zanesville City,Zanesville Middle School,Continuous Improvement,F,small_red,C,-,-,D,C,C,C,F,045179,032581,90.11310085,032581,32581
"Shenandoah Elem, 20977 Zep Rd E, Sarahsville, OH, 43779",Noble Local,Shenandoah Elementary School,Effective,F,small_red,C,-,-,F,D,D,D,F,048900,091363,92.31684982,091363,91363
"Jefferson Elem, 430 Jefferson St, Port Clinton, OH, 43452",Port Clinton City,Bataan Memorial Intermediate School,Effective,F,small_red,C,-,-,F,C,F,F,F,044651,018093,94.70588235,018093,18093
"New Lexington Middle, 2549 Panther Dr NE, New Lexington, OH, 43764",New Lexington City,New Lexington Middle School,Continuous Improvement,F,small_red,C,-,-,F,D,F,C,D,044479,026807,90.15974441,026807,26807
"Westfall Elem, 9391 State Route 56, Williamsport, OH, 43164",Westfall Local,Westfall Elementary School,Excellent,F,small_red,C,-,-,A,C,B,B,F,049106,146209,94.47708578,146209,146209
"Eastern Intermediate Elem, 1170 Tile Mill Rd, Beaver, OH, 45613",Eastern Local,Eastern Intermediate Elementary School,Continuous Improvement,F,small_red,C,-,-,D,C,D,D,F,049122,146399,91.07692308,146399,146399
"Jasper Elem, 3185 Jasper Rd, Piketon, OH, 45661",Scioto Valley Local,Jasper Elementary School,Continuous Improvement,F,small_red,C,-,-,-,-,-,-,F,049130,017897,95.91954023,017897,17897
"Piketon Jr/Sr High, 1414 Piketon Rd, Piketon, OH, 45661",Scioto Valley Local,Piketon Jr/Sr High School,Excellent,F,small_red,C,D,C,A,B,A,A,F,049130,029991,92.69376181,029991,29991
"Zahns Middle, 2379 Schuster Rd, Piketon, OH, 45661",Scioto Valley Local,Zahns Middle School,Effective,F,small_red,C,-,-,A,A,C,C,F,049130,029983,84.27688504,029983,29983
"Brown Middle, 228 S Scranton St, Ravenna, OH, 44266",Ravenna City,Brown Middle School,Continuous Improvement,F,small_red,C,-,-,F,F,F,F,F,044685,003905,91.27083333,003905,3905
"Tappan Elem, 310 Bennett Ave, Ravenna, OH, 44266",Ravenna City,Tappan Elementary School,Continuous Improvement,F,small_red,C,-,-,C,C,C,D,F,044685,036905,89.28571429,036905,36905
"Willyard Elem, 680 Summit Rd, Ravenna, OH, 44266",Ravenna City,Willyard Elementary School,Continuous Improvement,F,small_red,C,-,-,C,C,C,C,F,044685,066514,93.17894737,066514,66514
"Southeast Intermediate Elem, 8301 Tallmadge Rd, Ravenna, OH, 44266",Southeast Local,Southeast Intermediate Elementary School,Continuous Improvement,F,small_red,C,-,-,F,F,D,F,F,049221,136788,93.76703841,136788,136788
"Newman Elem, 457 Central Ave, Mansfield, OH, 44905",Mansfield City,Newman Elementary School,Effective,F,small_red,C,-,-,-,-,-,-,F,044297,027078,89.33333333,027078,27078
"Prospect Elem, 485 Gilbert Ave, Mansfield, OH, 44907",Mansfield City,Prospect Elementary School,Continuous Improvement,F,small_red,C,-,-,-,-,-,-,F,044297,030775,84.22413793,030775,30775
"Mt Logan Elem, 841 E Main St, Chillicothe, OH, 45601",Chillicothe City,Mt. Logan Elementary School,Continuous Improvement,F,small_red,C,-,-,F,B,F,-,F,043745,025841,92.42009132,025841,25841
"Tiffin Elem, 145 S Bridge St, Chillicothe, OH, 45601",Chillicothe City,Tiffin Elementary School,Continuous Improvement,F,small_red,C,-,-,D,-,C,B,F,043745,037234,90.92783505,037234,37234
"Hayes Elem, 916 Hayes Ave, Fremont, OH, 43420",Fremont City,Hayes Elementary School,Continuous Improvement,F,small_red,C,-,-,B,D,A,D,F,044016,015701,91.41089109,015701,15701
"Stamm Elem, 1038 Miller St, Fremont, OH, 43420",Fremont City,Stamm Elementary School,Continuous Improvement,F,small_red,C,-,-,F,D,D,F,F,044016,035733,92.63461538,035733,35733
"Oak Intermediate Elem, 824 Harrisonville Ave, New Boston, OH, 45662",New Boston Local,Oak Intermediate Elementary School,Continuous Improvement,F,small_red,C,-,-,C,D,C,A,F,044461,028159,81.97952218,028159,28159
"Northwest Middle, 692 Mohawk Dr, Mc Dermott, OH, 45652",Northwest Local,Northwest Middle School,Effective,F,small_red,C,-,-,D,D,D,D,F,049635,120261,91.67045455,120261,120261
"East Portsmouth Elem, 5929 Harding Ave, Sciotoville, OH, 45662",Portsmouth City,East Portsmouth Elementary,Effective,F,small_red,C,-,-,C,-,-,-,D,044669,015198,87.8974359,015198,15198
"Portsmouth Elementary Elem, 514 Union St, Portsmouth, OH, 45662",Portsmouth City,Portsmouth Elementary,Effective,F,small_red,C,-,-,A,B,C,B,F,044669,140350,84.75685234,140350,140350
"Intermediate Elem, 1202 H L Ford Dr, Fostoria, OH, 44830",Fostoria City,Fostoria Intermediate Elementary School,Continuous Improvement,F,small_red,C,-,-,B,C,C,C,F,043992,031757,89.53787879,031757,31757
"Fostoria High, 1001 Park Ave, Fostoria, OH, 44830",Fostoria City,Fostoria Junior/Senior High School,Continuous Improvement,F,small_red,C,F,D,F,D,D,F,F,043992,012039,89.44144144,012039,12039
"Fairlawn Elem, 18800 Johnston Rd, Sidney, OH, 45365",Fairlawn Local,Fairlawn Elementary School,Effective,F,small_red,C,-,-,F,C,C,C,F,049775,011155,96.80473373,011155,11155
"Longfellow Elem, 1250 Park St, Sidney, OH, 45365",Sidney City,Longfellow Elementary School,Continuous Improvement,F,small_red,C,-,-,F,-,D,F,F,044784,021337,99.01639344,021337,21337
"Alliance Middle, 3205 S Union Ave, Alliance, OH, 44601",Alliance City,Alliance Middle School,Academic Watch,F,small_red,C,-,-,F,C,D,D,F,043497,145391,88.17774459,145391,145391
"Rockhill Elem, 2400 S Rockhill Ave, Alliance, OH, 44601",Alliance City,Rockhill Elementary School,Continuous Improvement,F,small_red,C,-,-,C,C,C,A,F,043497,145417,88.19734345,145417,145417
"Belle Stone Elem, 2100 Rowland Ave NE, Canton, OH, 44714",Canton City,Belle Stone Elementary School,Continuous Improvement*,F,small_red,C,-,-,B,C,B,C,C,043711,036194,78.22289157,036194,36194
"Clarendon Elem, 412 Clarendon Ave NW, Canton, OH, 44708",Canton City,Clarendon Elementary School,Continuous Improvement*,F,small_red,C,-,-,C,-,C,C,F,043711,006379,83.44608879,006379,6379
"McGregor Elem, 2339 17th St SW, Canton, OH, 44706",Canton City,McGregor Elementary School,Continuous Improvement*,F,small_red,C,-,-,B,C,C,C,F,043711,023531,87.30769231,023531,23531
