DISTRICT,ADDRESS,SCHOOL,,SCHOOLID,TYPE,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
FLORENCE 1,"Savannah Grove Elementary, 2348 Savannah Grove Road, Effingham, SC, 29541",SAVANNAH GROVE ELEMENTARY,https://www.fsd1.org/schools/savannahgrove/Pages/default.aspx,2101018,COMBO,C,72.7,64.4,,95.7,,
FLORENCE 1,"Dewey-Carter Elementary, 4937 South Irby Street, Effingham, SC, 29541",DEWEY CARTER ELEMENTARY,https://www.fsd1.org/schools/deweylcarter/Pages/default.aspx,2101019,COMBO,C,76.4,79.4,,68.6,,
FLORENCE 1,"Henry Timrod Elementary, 1901 East Old Marion Highway, Florence, SC, 29506",HENRY TIMROD ELEMENTARY,https://www.fsd1.org/schools/timrod/Pages/default.aspx,2101020,COMBO,A,98.9,99.3,,98.1,,
FLORENCE 1,"Wallace Gregg Elementary, 515 Francis Marion Road, Florence, SC, 29506",WALLACE GREGG ELEMENTARY,https://www.fsd1.org/schools/wallacegregg/Pages/default.aspx,2101021,COMBO,A,95.1,93.8,,98,,
FLORENCE 1,"Southside Middle, 200 East Howe Springs Road, Florence, SC, 29505",SOUTHSIDE MIDDLE,hhttps://www.fsd1.org/schools/southside/Pages/default.aspx,2101022,MIDD,B,80.9,,,80.9,,
FLORENCE 1,"Henry L. Sneed Middle, 1102 Ebenezer Road, Florence, SC, 29501",HENRY L SNEED MIDDLE,https://www.fsd1.org/schools/sneed/Pages/default.aspx,2101050,MIDD,B,88.6,,,88.6,,
FLORENCE 1,"Lucy T. Davis Elementary, 201 Westfield Drive, Florence, SC, 29501",LUCY T. DAVIS ELEMENTARY,https://www.fsd1.org/schools/lucytdavis/Pages/default.aspx,2101051,ELEM,A,97.5,97.5,,,,
FLORENCE 1,"Palmetto Youth Academy Charter, 1209 North Douglas Street, Florence, SC 29506, Florence, SC, 29506",PALMETTO YOUTH ACADEMY,http://www.palmettoyouthacademy.com/,2101600,ELEM,*,,,,,,
FLORENCE 2,"Hannah Pamplico High, 2055 South Pamplico Highway, Pamplico, SC, 29583",HANNAH-PAMPLICO HIGH,http://hphs.flo2.k12.sc.us,2102024,HIGH,B,85.4,,,,,85.4
FLORENCE 2,"Hannah-Pamplico Elementary and Middle, 2131 South Pamplico Highway, Pamplico, SC, 29583",HANNAH-PAMPLICO ELEMENTARY/MIDDL,http://hpems.flo2.k12.sc.us,2102028,COMBO,B,83.4,75.8,,91.5,,
FLORENCE 3,"Ronald E. McNair Middle, 311 Carver Street, Lake City, SC, 29560",RONALD E MCNAIR MIDDLE,http://www.remms.florence3.k12.sc.us/,2103028,MIDD,D,63.1,,,63.1,,
FLORENCE 3,"Lake City High, 652 North Matthews Road, Lake City, SC, 29560",LAKE CITY HIGH,http://www.lchs.florence3.k12.sc.us/,2103029,HIGH,D,67,,,,,67
FLORENCE 3,"Lake City Elementary, 906 North Matthews Road, Lake City, SC, 29560",LAKE CITY ELEMENTARY,http://www.lce.florence3.k12.sc.us/,2103032,ELEM,D,60.8,60.8,,,,
FLORENCE 3,"Main Street Elementary, 318 East Main Street, Lake City, SC, 29560",MAIN STREET ELEMENTARY,http://www.mses.florence3.k12.sc.us/,2103033,ELEM,D,60.3,60.3,,,,
FLORENCE 3,"J. Paul Truluck Middle, 319 Carlisle Street, Lake City, SC, 29560",J PAUL TRULUCK MIDDLE,http://www.jptms.florence3.k12.sc.us/,2103034,MIDD,F,59.6,,,59.6,,
FLORENCE 3,"J. C. Lynch Elementary, 124 Hicks Road, Coward, SC, 29530",J C LYNCH ELEMENTARY,http://www.jcles.florence3.k12.sc.us/,2103036,ELEM,C,75.6,75.6,,,,
FLORENCE 3,"Olanta Elementary, 312 North Jones Road, Olanta, SC, 29114",OLANTA ELEMENTARY,http://www.oes.florence3.k12.sc.us/,2103037,ELEM,D,61.7,61.7,,,,
FLORENCE 3,"Scranton Elementary, 1649 US 52 Highway, Scranton, SC, 29591",SCRANTON ELEMENTARY,http://www.ses.florence3.k12.sc.us/,2103039,ELEM,D,62.9,62.9,,,,
FLORENCE 4,"Timmonsville High, 304 Kemper Street, Timmonsville, SC, 29161",TIMMONSVILLE HIGH,http://www.edline.net/pages/Timmonsville_High_School,2104041,HIGH,F,24.5,,,,,24.5
FLORENCE 4,"Johnson Middle, 304 Kemper Street, Timmonsville, SC, 29161",JOHNSON MIDDLE,http://www.edline.net/pages/Johnson_Middle_School,2104042,MIDD,D,64.2,,,64.2,,
FLORENCE 4,"Brockington Elementary, 304 Kemper Street, Timmonsville, SC, 29161",BROCKINGTON ELEMENTARY,http://www.edline.net/pages/Brockington_Elementary_School,2104043,ELEM,F,34.5,34.5,,,,
FLORENCE 5,"Johnsonville High, 237 South Georgetown Highway, Johnsonville, SC, 29555",JOHNSONVILLE HIGH,http://www.jhs.flo5.k12.sc.us/,2105045,HIGH,C,74.4,,,,,74.4
FLORENCE 5,"Johnsonville Elementary, 160 East Marion Street, Johnsonville, SC, 29555",JOHNSONVILLE ELEMENTARY,http://www.jes.flo5.k12.sc.us/,2105047,ELEM,C,74.9,74.9,,,,
FLORENCE 5,"Johnsonville Middle, 415 Maple Avenue, Johnsonville, SC, 29555",JOHNSONVILLE MIDDLE,http://www.jms.flo5.k12.sc.us/,2105049,COMBO,B,83.3,92.6,,80.8,,
GEORGETOWN,"Andrews High, 12890 County Line Road, Andrews, SC, 29510",ANDREWS HIGH,http://www.gcsd.k12.sc.us/ahs,2201001,HIGH,C,73.2,,,,,73.2
GEORGETOWN,"Georgetown High, 2500 Anthuan Maybank Drive, Georgetown, SC, 29440",GEORGETOWN HIGH,http://www.gcsd.k12.sc.us/ghs,2201004,HIGH,C,72.7,,,,,72.7
GEORGETOWN,"Andrews Elementary, 13072 County Line Road, Andrews, SC, 29510",ANDREWS ELEMENTARY,http://www.gcsd.k12.sc.us/aes,2201008,ELEM,B,87.4,87.4,,,,
GEORGETOWN,"Brown's Ferry Elementary, 7292 Brown's Ferry Road, Georgetown, SC, 29440",BROWNS FERRY ELEMENTARY,http://www.gcsd.k12.sc.us/bfe,2201009,ELEM,F,37.2,37.2,,,,
GEORGETOWN,"Pleasant Hill Elementary, 127 Schoolhouse Road, Hemingway, SC, 29554",PLEASANT HILL ELEMENTARY,http://www.gcsd.k12.sc.us/phe,2201012,ELEM,A,95.9,95.9,,,,
GEORGETOWN,"Georgetown Middle, 2400 Anthuan Maybank Drive, Georgetown, SC, 29440",GEORGETOWN MIDDLE,http://www.gcsd.k12.sc.us/gms,2201013,MIDD,C,73.2,,,73.2,,
GEORGETOWN,"Kensington Elementary, 86 Kensington Boulevard, Georgetown, SC, 29440",KENSINGTON ELEMENTARY,http://www.gcsd.k12.sc.us/kes,2201014,ELEM,A,90.6,90.6,,,,
GEORGETOWN,"Maryville Elementary, 2125 Poplar Street, Georgetown, SC, 29440",MARYVILLE ELEMENTARY,http://www.gcsd.k12.sc.us/mes,2201015,ELEM,B,88.6,88.6,,,,
GEORGETOWN,"McDonald Elementary, 532 McDonald Road, Georgetown, SC, 29440",MCDONALD ROAD ELEMENTARY,http://www.gcsd.k12.sc.us/mces,2201016,ELEM,D,60.9,60.9,,,,
GEORGETOWN,"Plantersville Elementary, 1668 Exodus Drive, Georgetown, SC, 29440",PLANTERSVILLE ELEMENTARY,http://www.gcsd.k12.sc.us/pes,2201020,ELEM,A,94.5,94.5,,,,
GEORGETOWN,"Rosemary Middle, 12804 County Line Road, Andrews, SC, 29510",ROSEMARY MIDDLE,http://www.gcsd.k12.sc.us/rms,2201022,MIDD,D,60.3,,,60.3,,
GEORGETOWN,"Sampit Elementary, 69 Woodland Avenue, Georgetown, SC, 29440",SAMPIT ELEMENTARY,http://www.gcsd.k12.sc.us/ses,2201023,ELEM,A,91.3,91.3,,,,
GEORGETOWN,"Waccamaw Elementary, 1364 Waverly Road, Pawleys Island, SC, 29585",WACCAMAW ELEMENTARY,http://www.gcsd.k12.sc.us/wes,2201024,ELEM,B,82.5,82.5,,,,
GEORGETOWN,"Waccamaw High, 2412 Kings River Road, Pawleys Island, SC, 29585",WACCAMAW HIGH,http://www.gcsd.k12.sc.us/whs,2201025,HIGH,A,90.8,,,,,90.8
GEORGETOWN,"Carvers Bay High, 13002 Choppee Road, Hemingway, SC, 29554",CARVERS BAY HIGH,http://www.gcsd.k12.sc.us/cbh,2201026,HIGH,B,85.5,,,,,85.5
GEORGETOWN,"Carvers Bay Middle, 13000 Choppee Road, Hemingway, SC, 29554",CARVERS BAY MIDDLE,http://www.gcsd.k12.sc.us/cbm,2201027,MIDD,F,46.6,,,46.6,,
GEORGETOWN,"Waccamaw Middle, 247 Wildcat Way, Pawleys Island, SC, 29585",WACCAMAW MIDDLE,http://www.gcsd.k12.sc.us/wms,2201028,MIDD,B,85.1,,,85.1,,
GEORGETOWN,"Waccamaw Intermediate, 320 Wildcat Way, Pawleys Island, SC, 29585",WACCAMAW INTERMEDIATE,http://www.gcsd.k12.sc.us/wis,2201029,COMBO,A,91,91.1,,90.8,,
GEORGETOWN,"Coastal Montessori Charter School, 247 Wildcat Way, Pawleys Island, SC, 29585",COASTAL MONTESSORI CHARTER SCHOO,http://coastalmontessoricharter.org/,2201601,ELEM,B,81.3,81.3,,,,
GREENVILLE,"Berea High, 201 Burdine Drive, Greenville, SC, 29617",BEREA HIGH,www.greenville.k12.sc.us/bereah/,2301002,HIGH,F,50,,,,,50
GREENVILLE,"Blue Ridge High, 2151 Fews Chapel Road, Greer, SC, 29651",BLUE RIDGE HIGH,www.greenville.k12.sc.us/bridgehs/,2301003,HIGH,B,81.8,,,,,81.8
GREENVILLE,"Carolina Academy, 2725 Anderson Road, Greenville, SC, 29611",CAROLINA HIGH ACADEMY,www.greenville.k12.sc.us/carolina/,2301005,HIGH,F,35.4,,,,,35.4
GREENVILLE,"Eastside High, 1300 Brushy Creek Road, Taylors, SC, 29687",EASTSIDE HIGH,www.greenville.k12.sc.us/eastside/,2301006,HIGH,B,87.4,,,,,87.4
GREENVILLE,"Greenville Senior High Academy, 1 Vardry Street, Greenville, SC, 29601",GREENVILLE SENIOR HIGH ACADEMY,www.greenville.k12.sc.us/gvilleh/,2301008,HIGH,F,58.6,,,,,58.6
GREENVILLE,"Greer High, 3000 East Gap Creek Road, Greer, SC, 29651",GREER HIGH,www.greenville.k12.sc.us/greerhs/,2301009,HIGH,F,49.3,,,,,49.3
GREENVILLE,"Wade Hampton High, 100 Pine Knoll Drive, Greenville, SC, 29609",WADE HAMPTON HIGH,www.greenville.k12.sc.us/whhs/,2301010,HIGH,A,92,,,,,92
GREENVILLE,"Hillcrest Middle, 510 Garrison Road, Simpsonville, SC, 29681",HILLCREST MIDDLE,www.greenville.k12.sc.us/hillcrm/,2301011,MIDD,B,82.9,,,82.9,,
GREENVILLE,"Hillcrest High, 3665 South Industrial Drive, Simpsonville, SC, 29681",HILLCREST SENIOR HIGH,www.greenville.k12.sc.us/hillcrest/,2301012,HIGH,C,71.1,,,,,71.1
GREENVILLE,"J. L. Mann High Academy, 160 Fairforest Way, Greenville, SC, 29607",J L MANN HIGH ACADEMY,www.greenville.k12.sc.us/jlmann/,2301013,HIGH,C,78.3,,,,,78.3
GREENVILLE,"Mauldin High, 701 East Butler Road, Mauldin, SC, 29662",MAULDIN HIGH,www.greenville.k12.sc.us/mauldinh/,2301014,HIGH,B,83.8,,,,,83.8
GREENVILLE,"Riverside High, 794 Hammett Bridge Road, Greer, SC, 29650",RIVERSIDE HIGH,www.greenville.k12.sc.us/riverside/,2301017,HIGH,B,86.2,,,,,86.2
GREENVILLE,"Southside High , 6630 Frontage Road at White Horse Road, Greenville, SC, 29605",SOUTHSIDE HIGH,www.greenville.k12.sc.us/southside/,2301018,HIGH,F,59.1,,,,,59.1
GREENVILLE,"Travelers Rest High, 301 North Main Street, Travelers Rest, SC, 29690",TRAVELERS REST HIGH,www.greenville.k12.sc.us/trest/,2301020,HIGH,F,55.4,,,,,55.4
GREENVILLE,"Woodmont High, 2831 West Georgia Road, Piedmont, SC, 29673",WOODMONT HIGH,www.greenville.k12.sc.us/wdmonth/,2301023,HIGH,D,69.7,,,,,69.7
GREENVILLE,"Bryson Middle, 3657 South Industrial Drive, Simpsonville, SC, 29681",BRYSON MIDDLE,www.greenville.k12.sc.us/brysonm/,2301024,MIDD,A,91.6,,,91.6,,
GREENVILLE,"Gateway Elementary, 200 Hawkins Road, Travelers Rest, SC, 29690",GATEWAY ELEMENTARY,www.greenville.k12.sc.us/gateway/,2301027,ELEM,B,87.7,87.7,,,,
GREENVILLE,"Alexander Elementary, 1601 West Bramlett Road, Greenville, SC, 29611",ALEXANDER ELEMENTARY,www.greenville.k12.sc.us/alexand/,2301028,ELEM,B,81.5,81.5,,,,
GREENVILLE,"Beck Academy, 901 Woodruff Road, Greenville, SC, 29607",BECK ACADEMY,www.greenville.k12.sc.us/beck/,2301029,MIDD,B,81.7,,,81.7,,
GREENVILLE,"Brook Glenn Elementary, 2003 East Lee Road, Taylors, SC, 29687",BROOK GLENN ELEMENTARY,www.greenville.k12.sc.us/bglenn/,2301030,ELEM,A,95.7,95.7,,,,
GREENVILLE,"Armstrong Elementary, 8601 White Horse Road, Greenville, SC, 29617",ARMSTRONG ELEMENTARY,www.greenville.k12.sc.us/armstrg/,2301031,ELEM,B,83.7,83.7,,,,
GREENVILLE,"Augusta Circle Elementary, 100 Winyah Street, Greenville, SC, 29605",AUGUSTA CIRCLE ELEMENTARY,www.greenville.k12.sc.us/acircle/,2301034,ELEM,B,86.7,86.7,,,,
GREENVILLE,"Berea Elementary, 100 Berea Drive, Greenville, SC, 29617",BEREA ELEMENTARY,www.greenville.k12.sc.us/berea/index.asp,2301036,ELEM,F,54.3,54.3,,,,
GREENVILLE,"Bethel Elementary, 111 Bethel School Road, Simpsonville, SC, 29681",BETHEL ELEMENTARY,www.greenville.k12.sc.us/bethel/,2301037,ELEM,A,97.3,97.3,,,,
GREENVILLE,"Blythe Academy, 100 Blythe Drive, Greenville, SC, 29605",BLYTHE ACADEMY,www.greenville.k12.sc.us/blythe/,2301038,ELEM,B,84.6,84.6,,,,
GREENVILLE,"Brushy Creek Elementary, 1344 Brushy Creek Road, Taylors, SC, 29687",BRUSHY CREEK ELEMENTARY,www.greenville.k12.sc.us/bcreek/,2301039,ELEM,B,88.7,88.7,,,,
GREENVILLE,"Bryson Elementary, 703 Bryson Drive, Simpsonville, SC, 29681",BRYSON ELEMENTARY,www.greenville.k12.sc.us/bryson/,2301040,ELEM,A,94.3,94.3,,,,
GREENVILLE,"Berea Middle, 151 Berea Middle School Road, Greenville, SC, 29617",BEREA MIDDLE,www.greenville.k12.sc.us/beream/,2301042,MIDD,D,63.2,,,63.2,,
GREENVILLE,"Sue Cleveland Elementary, 375 Woodmont School Road Extension, Piedmont, SC, 29673",SUE CLEVELAND ELEMENTARY,www.greenville.k12.sc.us/sueclev/,2301043,ELEM,B,83.8,83.8,,,,
GREENVILLE,"Sara Collins Elementary, 1200 Parkins Mill Road, Greenville, SC, 29607",SARA COLLINS ELEMENTARY,www.greenville.k12.sc.us/scollins/,2301044,ELEM,B,80.6,80.6,,,,
GREENVILLE,"Plain Elementary, 506 Neely Ferry Road, Simpsonville, SC, 29681",PLAIN ELEMENTARY,www.greenville.k12.sc.us/plaine/index.asp,2301046,ELEM,A,92.8,92.8,,,,
GREENVILLE,"Crestview Elementary, 509 American Legion Road, Greer, SC, 29651",CRESTVIEW ELEMENTARY,www.greenville.k12.sc.us/crestv/,2301047,ELEM,B,87.2,87.2,,,,
GREENVILLE,"Duncan Chapel Elementary, 210 Duncan Chapel Road, Greenville, SC, 29617",DUNCAN CHAPEL ELEMENTARY,www.greenville.k12.sc.us/dchapel/,2301051,ELEM,B,83.7,83.7,,,,
GREENVILLE,"Woodmont Middle, 325 North Flat Rock Road, Piedmont, SC, 29673",WOODMONT MIDDLE,www.greenville.k12.sc.us/wdmontm/,2301052,MIDD,B,83.6,,,83.6,,
GREENVILLE,"East North Street Academy, 1720 East North Street, Greenville, SC, 29607",EAST NORTH STREET ACADEMY,www.greenville.k12.sc.us/enorthst/,2301054,ELEM,A,95,95,,,,
GREENVILLE,"Fork Shoals School, 916 McKelvey Road, Pelzer, SC, 29669",FORK SHOALS ELEMENTARY,www.greenville.k12.sc.us/forksh/,2301057,ELEM,B,80.4,80.4,,,,
GREENVILLE,"Fountain Inn Elementary, 608 Fairview Street, Fountain Inn, SC, 29644",FOUNTAIN INN ELEMENTARY,www.greenville.k12.sc.us/ftinn/,2301058,ELEM,B,80.9,80.9,,,,
GREENVILLE,"Greenville Middle Academy, 339 Lowndes Avenue, Greenville, SC, 29607",GREENVILLE MIDDLE ACADEMY,www.greenville.k12.sc.us/gvillem/,2301059,MIDD,A,92.8,,,92.8,,
GREENVILLE,"Greer Middle, 3032 East Gap Creek Road, Greer, SC, 29651",GREER MIDDLE,www.greenville.k12.sc.us/greerms/,2301060,MIDD,B,84.8,,,84.8,,
GREENVILLE,"Hollis Academy, 200 Goodrich Street, Greenville, SC, 29611",HOLLIS ACADEMY,www.greenville.k12.sc.us/hollise/index.asp,2301061,ELEM,A,96.8,96.8,,,,
GREENVILLE,"Hughes Academy of Science and Technology, 122 DeOyley Avenue, Greenville, SC, 29605",HUGHES ACADEMY,www.greenville.k12.sc.us/hughes/,2301062,MIDD,B,81.6,,,81.6,,
GREENVILLE,"Lake Forest Elementary, 16 Berkshire Avenue, Greenville, SC, 29615",LAKE FOREST ELEMENTARY,www.greenville.k12.sc.us/lforest/index.asp,2301063,ELEM,B,86.9,86.9,,,,
GREENVILLE,"Lakeview Middle, 3801 Old Buncombe Road, Greenville, SC, 29617",LAKEVIEW MIDDLE,www.greenville.k12.sc.us/lakeview/index.asp,2301066,MIDD,F,40.5,,,40.5,,
GREENVILLE,"Mauldin Elementary, 1194 Holland Road, Simpsonville, SC, 29681",MAULDIN ELEMENTARY,www.greenville.k12.sc.us/mauldin/index.asp,2301067,ELEM,A,91.7,91.7,,,,
GREENVILLE,"Mitchell Road Elementary, 4124 East North Street Extension, Greenville, SC, 29615",MITCHELL ROAD ELEMENTARY,www.greenville.k12.sc.us/mitchell/index.asp,2301068,ELEM,A,91.9,91.9,,,,
GREENVILLE,"Monaview Elementary, 10 Monaview Street, Greenville, SC, 29617",MONAVIEW ELEMENTARY,www.greenville.k12.sc.us/monaview/,2301069,ELEM,A,91.4,91.4,,,,
GREENVILLE,"Mountain View Elementary, 6350 Highway 253, Taylors, SC, 29687",MOUNTAIN VIEW ELEMENTARY,www.greenville.k12.sc.us/mtnview/,2301071,ELEM,B,83.3,83.3,,,,
GREENVILLE,"Northwood Middle, 710 Ike's Road, Taylors, SC, 29687",NORTHWOOD MIDDLE,www.greenville.k12.sc.us/northwd/,2301074,MIDD,B,89.2,,,89.2,,
GREENVILLE,"Paris Elementary, 32 East Belvue Road, Taylors, SC, 29687",PARIS ELEMENTARY,www.greenville.k12.sc.us/parise/,2301076,ELEM,B,89.4,89.4,,,,
GREENVILLE,"Northwest Middle, 1606 Greer Highway, Travelers Rest, SC, 29690",NORTHWEST MIDDLE,www.greenville.k12.sc.us/northwest/index.asp,2301077,MIDD,B,83.1,,,83.1,,
GREENVILLE,"League Academy, 125 Twin Lake Drive, Greenville, SC, 29609",LEAGUE ACADEMY,www.greenville.k12.sc.us/league/,2301078,MIDD,A,93.8,,,93.8,,
GREENVILLE,"Pelham Road Elementary, 100 All Star Way, Greenville, SC, 29615",PELHAM ROAD ELEMENTARY,www.greenville.k12.sc.us/pelham/,2301079,ELEM,A,93.8,93.8,,,,
GREENVILLE,"Simpsonville Elementary, 200 Morton Avenue, Simpsonville, SC, 29681",SIMPSONVILLE ELEMENTARY,www.greenville.k12.sc.us/simpsonville/index.asp,2301081,ELEM,A,95.2,95.2,,,,
GREENVILLE,"Skyland Elementary, 4221 Highway 14 North, Greer, SC, 29651",SKYLAND ELEMENTARY,www.greenville.k12.sc.us/skyland/,2301083,ELEM,A,100,100,,,,
GREENVILLE,"Slater Marietta Elementary, 100 Baker Circle, Marietta, SC, 29661",SLATER-MARIETTA ELEMENTARY,www.greenville.k12.sc.us/slaterma/index.asp,2301084,ELEM,A,96.2,96.2,,,,
GREENVILLE,"Stone Academy, 115 Randall Street, Greenville, SC, 29609",STONE ACADEMY,www.greenville.k12.sc.us/stone/,2301085,ELEM,A,96.7,96.7,,,,
GREENVILLE,"Sevier Middle, 1000 Piedmont Park Road, Greenville, SC, 29609",SEVIER MIDDLE,www.greenville.k12.sc.us/sevier/index.asp,2301086,MIDD,B,89.4,,,89.4,,
GREENVILLE,"Summit Drive Elementary, 424 Summit Drive, Greenville, SC, 29609",SUMMIT DRIVE ELEMENTARY,www.greenville.k12.sc.us/sumdrive/index.asp,2301087,ELEM,A,95.4,95.4,,,,
GREENVILLE,"Tanglewood Middle, 44 Merriwoods Drive, Greenville, SC, 29611",TANGLEWOOD MIDDLE,www.greenville.k12.sc.us/wood/index.asp,2301088,MIDD,C,71,,,71,,
GREENVILLE,"Taylors Elementary, 809 Reid School Road, Taylors, SC, 29687",TAYLORS ELEMENTARY,www.greenville.k12.sc.us/taylors/,2301089,ELEM,B,86.6,86.6,,,,
GREENVILLE,"Tigerville Elementary, 25 Tigerville Elementary Road, Taylors, SC, 29687",TIGERVILLE ELEMENTARY,www.greenville.k12.sc.us/Tigerv/,2301090,ELEM,A,94.7,94.7,,,,
GREENVILLE,"Buena Vista Elementary, 310 South Batesville Road, Greer, SC, 29650",BUENA VISTA ELEMENTARY,www.greenville.k12.sc.us/bvista/,2301093,ELEM,A,92.1,92.1,,,,
GREENVILLE,"Welcome Elementary, 36 East Welcome Road, Greenville, SC, 29611",WELCOME ELEMENTARY,www.greenville.k12.sc.us/welcome/,2301095,ELEM,F,47.4,47.4,,,,
GREENVILLE,"Westcliffe Elementary, 105 Eastbourne Road, Greenville, SC, 29611",WESTCLIFFE ELEMENTARY,www.greenville.k12.sc.us/westclif/,2301098,ELEM,A,96.9,96.9,,,,
GREENVILLE,"Woodland Elementary, 1730 Gibb Shoals Road, Greer, SC, 29650",WOODLAND ELEMENTARY,www.greenville.k12.sc.us/woodland/,2301099,ELEM,A,94.2,94.2,,,,
GREENVILLE,"Ellen Woodside Elementary, 9122 Augusta Road, Pelzer, SC, 29669",ELLEN WOODSIDE ELEMENTARY,www.greenville.k12.sc.us/ellenw/,2301100,ELEM,B,82.9,82.9,,,,
GREENVILLE,"Greenbrier Elementary, 853 Log Shoals Road, Greenville, SC, 29607",GREENBRIER ELEMENTARY,www.greenville.k12.sc.us/gbrier/,2301101,ELEM,A,96.3,96.3,,,,
GREENVILLE,"Grove Elementary, 1220 Old Grove Road, Piedmont, SC, 29673",GROVE ELEMENTARY,www.greenville.k12.sc.us/grove/index.asp,2301104,ELEM,A,90.3,90.3,,,,
GREENVILLE,"Blue Ridge Middle, 2423 East Tyger Bridge Road, Greer, SC, 29651",BLUE RIDGE MIDDLE,www.greenville.k12.sc.us/bridgems/,2301106,MIDD,B,85.4,,,85.4,,
GREENVILLE,"Heritage Elementary, 1592 Greer Highway, Travelers Rest, SC, 29690",HERITAGE ELEMENTARY,www.greenville.k12.sc.us/heritage/index.asp,2301107,ELEM,B,82.1,82.1,,,,
GREENVILLE,"Oakview Elementary, 515 Godfrey Road, Simpsonville, SC, 29681",OAKVIEW ELEMENTARY,www.greenville.k12.sc.us/oakview/,2301108,ELEM,A,98.9,98.9,,,,
GREENVILLE,"Chandler Creek Elementary, 301 Chandler Road, Greer, SC, 29651",CHANDLER CREEK ELEMENTARY,www.greenville.k12.sc.us/creek/index.asp,2301109,ELEM,A,91.6,91.6,,,,
GREENVILLE,"Mauldin Middle, 1190 Holland Road, Simpsonville, SC, 29681",MAULDIN MIDDLE,www.greenville.k12.sc.us/mauldinm/,2301110,MIDD,A,90.9,,,90.9,,
GREENVILLE,"Riverside Middle, 615 Hammett Bridge Road, Greer, SC, 29650",RIVERSIDE MIDDLE,www.greenville.k12.sc.us/riverms/,2301111,MIDD,A,95.3,,,95.3,,
GREENVILLE,"Bell's Crossing Elementary, 804 Scuffletown Road, Simpsonville, SC, 29681",BELLS CROSSING ELEMENTARY,www.greenville.k12.sc.us/bells/,2301112,ELEM,A,98.4,98.4,,,,
GREENVILLE,"Robert E. Cashion Elementary, 1500 Fork Shoals Road, Greenville, SC, 29605",ROBERT E. CASHION ELEMENTARY,www.greenville.k12.sc.us/cashion/,2301113,ELEM,A,91.4,91.4,,,,
GREENVILLE,"Cherrydale Elementary, 302 Perry Road, Greenville, SC, 29609",CHERRYDALE ELEMENTARY,www.greenville.k12.sc.us/cone/index.asp,2301114,ELEM,B,88,88,,,,
GREENVILLE,"Thomas E. Kerns Elementary, 6650 Frontage Road at White Horse Road, Greenville, SC, 29605",THOMAS E. KERNS ELEMENTARY,www.greenville.k12.sc.us/kerns/,2301115,ELEM,B,82.8,82.8,,,,
GREENVILLE,"Sterling School, 99 John McCarroll Way, Greenville, SC, 29607",STERLING SCHOOL,www.greenville.k12.sc.us/sterling,2301116,COMBO,A,99.1,98.6,,100,,
GREENVILLE,"Rudolph Gordon Elementary, 1507 Scuffletown Road, Simpsonville, SC, 29681",RUDOLPH GORDON ELEMENTARY,www.greenville.k12.sc.us/gordon/,2301117,ELEM,A,99,99,,,,
GREENVILLE,"Ralph Chandler Middle, 4231 Fork Shoals Road, Simpsonville, SC, 29680",RALPH CHANDLER MIDDLE,www.greenville.k12.sc.us/chandler/,2301118,MIDD,B,84.9,,,84.9,,
GREENVILLE,"A.J. Whittenburg Elementary, 402 Westfield Street, Greeenville, SC, 29601",A J WHITTENBURG ELEMENTARY,www.greenville.k12.sc.us/ajwl/,2301119,ELEM,A,98.3,98.3,,,,
GREENVILLE,"Monarch Elementary, 224 Five Forks Road, Simpsonville, SC, 29681",MONARCH ELEMENTARY,http://www.greenville.k12.sc.us/monarch/,2301120,ELEM,A,99.2,99.2,,,,
GREENVILLE,"Greenville Technical Charter High , 506 South Pleasantburg, Greenville, SC, 29606",GREENVILLE TECHNICAL CHARTER,www.gtchs.org,2301607,HIGH,A,100,,,,,100
GREENVILLE,"Langston Charter Middle, 1950 Woodruff Road, Greenville, SC, 29607",LANGSTON CHARTER MIDDLE SCHOOL,www.greenville.k12.sc.us/langstoncharter.org,2301612,MIDD,A,100,,,100,,
GREENVILLE,"Legacy Charter, 900 Woodside Avenue, Greenville, SC, 29611",LEGACY CHARTER SCHOOL,www.legacycharterschool.com,2301613,COMBO,F,42.4,34.3,,51.7,,
GREENVILLE,"Brashier Middle College Charter , 1830 West Georgia Road, Simpsonville, SC, 29680",BRASHIER MIDDLE COLLEGE CHARTER,www.brashiermiddlecollege.org/,2301615,HIGH,A,96.3,,,,,96.3
GREENVILLE,"Greer Middle College Charter , 138 West McElhaney Road, Taylors, SC, 29687",GREER MIDDLE COLLEGE CHARTER SCH,www.greermiddlecollege.org,2301616,HIGH,A,100,,,,,100
GREENVILLE,"LEAD Academy Charter School, 29 Ridgeway Drive, Greenville, SC, 29605",LEAD ACADEMY CHARTER,www.greenville.k12.sc.us/myleadacademy.org,2301617,COMBO,A,97.6,95,,98.4,,
GREENVILLE,"Washington Center, 2 Betty Spencer Drive, Greenville, SC, 29607",WASHINGTON CENTER SPECIAL,www.greenville.k12.sc.us/washctr/,2301902,COMBO,A,95,,,,95,
GREENWOOD 50,"Emerald High, 150 Bypass 225, Greenwood, SC, 29646",EMERALD HIGH,http://www.gwd50.org/Domain/83,2450001,HIGH,C,76.8,,,,,76.8
